A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,29858.46,0.0,0.0,0.0,-590.0,0.0,18589.46,6179.0,5671.0,6179.0,18589.46
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,29858.46,0.0,0.0,0.0,-590.0,0.0,18589.46,6179.0,5671.0,6179.0,18589.46
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,35.68,0.0,0.0,0.0,0.0,0.0,35.68,0.0,0.0,0.0,35.68
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,35.68,0.0,0.0,0.0,0.0,0.0,35.68,0.0,0.0,0.0,35.68
G,S,120,eee,C,E, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.1
G,S,120,eee,C,E, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.1
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,97201.3,0.0,0.0,0.0,-590.0,0.0,85858.8,9405.0,9405.0,9405.0,85858.8
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,97201.3,0.0,0.0,0.0,-590.0,0.0,85858.8,9405.0,9405.0,9405.0,85858.8
G,S,120,eee,R,C, ,4,4, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,453135.3,0.0,0.0,0.0,0.0,-285062.2,0.0,261900.0,261900.0,261900.0,-285062.2
G,S,120,eee,R,C, ,4,4, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,453135.3,0.0,0.0,0.0,0.0,-285062.2,0.0,261900.0,261900.0,261900.0,-285062.2
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,49460.48,0.0,0.0,0.0,0.0,0.0,47560.48,1150.0,1150.0,1150.0,47560.48
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,49460.48,0.0,0.0,0.0,0.0,0.0,47560.48,1150.0,1150.0,1150.0,47560.48
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6068023.77,0.0,0.0,0.0,-2360.0,0.0,3395342.27,1135384.0,1135384.0,1135384.0,3395342.27
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6068023.77,0.0,0.0,0.0,-2360.0,0.0,3395342.27,1135384.0,1135384.0,1135384.0,3395342.27
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,475.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,475.0
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,475.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,475.0
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,123.99,0.0,0.0,0.0,0.0,0.0,123.99,0.0,0.0,0.0,123.99
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,123.99,0.0,0.0,0.0,0.0,0.0,123.99,0.0,0.0,0.0,123.99
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3656.86,0.0,0.0,0.0,0.0,0.0,3656.86,0.0,0.0,0.0,3656.86
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3656.86,0.0,0.0,0.0,0.0,0.0,3656.86,0.0,0.0,0.0,3656.86
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,26471.73,0.0,0.0,0.0,0.0,0.0,60331.73,18810.0,17100.0,18810.0,60331.73
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,26471.73,0.0,0.0,0.0,0.0,0.0,60331.73,18810.0,17100.0,18810.0,60331.73
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,362.48,0.0,0.0,0.0,0.0,0.0,362.48,0.0,0.0,0.0,362.48
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,362.48,0.0,0.0,0.0,0.0,0.0,362.48,0.0,0.0,0.0,362.48
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,190525.87,0.0,0.0,20480.0,-17950.0,0.0,127385.37,32933.0,32933.0,32933.0,127385.37
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,190525.87,0.0,0.0,20480.0,-17950.0,0.0,127385.37,32933.0,32933.0,32933.0,127385.37
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6311.73,0.0,0.0,0.0,0.0,0.0,361.73,2750.0,2750.0,2750.0,361.73
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6311.73,0.0,0.0,0.0,0.0,0.0,361.73,2750.0,2750.0,2750.0,361.73
G,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,162451.2,0.0,0.0,7380.0,-12880.0,0.0,33703.7,77905.0,77905.0,77905.0,33703.7
G,S,120,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,162451.2,0.0,0.0,7380.0,-12880.0,0.0,33703.7,77905.0,77905.0,77905.0,33703.7
M,S,120,eee,C,E, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.1
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,29858.46,0.0,0.0,0.0,-590.0,0.0,18589.46,6179.0,5671.0,6179.0,18589.46
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,35.68,0.0,0.0,0.0,0.0,0.0,35.68,0.0,0.0,0.0,35.68
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,97201.3,0.0,0.0,0.0,-590.0,0.0,85858.8,9405.0,9405.0,9405.0,85858.8
R,S,120,eee,R,C, ,4,4, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,453135.3,0.0,0.0,0.0,0.0,-285062.2,0.0,261900.0,261900.0,261900.0,-285062.2
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,49460.48,0.0,0.0,0.0,0.0,0.0,47560.48,1150.0,1150.0,1150.0,47560.48
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6068023.77,0.0,0.0,0.0,-2360.0,0.0,3395342.27,1135384.0,1135384.0,1135384.0,3395342.27
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,475.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,475.0
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,123.99,0.0,0.0,0.0,0.0,0.0,123.99,0.0,0.0,0.0,123.99
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3656.86,0.0,0.0,0.0,0.0,0.0,3656.86,0.0,0.0,0.0,3656.86
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,26471.73,0.0,0.0,0.0,0.0,0.0,60331.73,18810.0,17100.0,18810.0,60331.73
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,362.48,0.0,0.0,0.0,0.0,0.0,362.48,0.0,0.0,0.0,362.48
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,190525.87,0.0,0.0,20480.0,-17950.0,0.0,127385.37,32933.0,32933.0,32933.0,127385.37
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6311.73,0.0,0.0,0.0,0.0,0.0,361.73,2750.0,2750.0,2750.0,361.73
R,S,120,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,162451.2,0.0,0.0,7380.0,-12880.0,0.0,33703.7,77905.0,77905.0,77905.0,33703.7
