A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,651,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,17948.16,0.0,0.0,0.0,0.0,0.0,7823.16,4100.0,4100.0,4100.0,7823.16
G,S,651,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,17948.16,0.0,0.0,0.0,0.0,0.0,7823.16,4100.0,4100.0,4100.0,7823.16
G,S,651,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,759203.55,0.0,0.0,143700.0,-108100.0,0.0,388408.55,576670.0,576670.0,576670.0,388408.55
G,S,651,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,759203.55,0.0,0.0,143700.0,-108100.0,0.0,388408.55,576670.0,576670.0,576670.0,388408.55
G,S,651,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,37450.69,0.0,0.0,0.0,0.0,0.0,37450.69,0.0,0.0,0.0,37450.69
G,S,651,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,37450.69,0.0,0.0,0.0,0.0,0.0,37450.69,0.0,0.0,0.0,37450.69
G,S,651,eee,R,C, ,1,1, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,385901.93,0.0,0.0,0.0,0.0,-4307.17,0.0,1151034.0,1151034.0,1151034.0,-4307.17
G,S,651,eee,R,C, ,1,1, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,385901.93,0.0,0.0,0.0,0.0,-4307.17,0.0,1151034.0,1151034.0,1151034.0,-4307.17
R,S,651,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,17948.16,0.0,0.0,0.0,0.0,0.0,7823.16,4100.0,4100.0,4100.0,7823.16
R,S,651,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,759203.55,0.0,0.0,143700.0,-108100.0,0.0,388408.55,576670.0,576670.0,576670.0,388408.55
R,S,651,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,37450.69,0.0,0.0,0.0,0.0,0.0,37450.69,0.0,0.0,0.0,37450.69
R,S,651,eee,R,C, ,1,1, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,385901.93,0.0,0.0,0.0,0.0,-4307.17,0.0,1151034.0,1151034.0,1151034.0,-4307.17
