A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,CCC,AAA,H,S, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,228.2,0.0,0.0,0.0,0.0,0.0,228.2,0.0,0.0,0.0,228.2
G,S,CCC,AAA,H,S, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,228.2,0.0,0.0,0.0,0.0,0.0,228.2,0.0,0.0,0.0,228.2
M,S,CCC,AAA,H,S, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,228.2,0.0,0.0,0.0,0.0,0.0,228.2,0.0,0.0,0.0,228.2
