A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0
G,S,228,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0
G,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20605.94,0.0,0.0,0.0,0.0,0.0,20605.94,0.0,0.0,0.0,20605.94
G,S,228,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20605.94,0.0,0.0,0.0,0.0,0.0,20605.94,0.0,0.0,0.0,20605.94
G,S,228,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6709.68,0.0,0.0,0.0,0.0,0.0,6709.68,0.0,0.0,0.0,6709.68
G,S,228,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6709.68,0.0,0.0,0.0,0.0,0.0,6709.68,0.0,0.0,0.0,6709.68
G,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,116633.74,0.0,0.0,0.0,0.0,0.0,122468.74,17600.0,16000.0,17600.0,122468.74
G,S,228,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,116633.74,0.0,0.0,0.0,0.0,0.0,122468.74,17600.0,16000.0,17600.0,122468.74
G,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19546.79,0.0,0.0,662.5,0.0,0.0,11631.29,8027.5,7267.5,8027.5,11631.29
G,S,228,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19546.79,0.0,0.0,662.5,0.0,0.0,11631.29,8027.5,7267.5,8027.5,11631.29
G,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19633.08,0.0,0.0,0.0,0.0,0.0,19633.08,0.0,0.0,0.0,19633.08
G,S,228,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19633.08,0.0,0.0,0.0,0.0,0.0,19633.08,0.0,0.0,0.0,19633.08
R,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0
R,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20605.94,0.0,0.0,0.0,0.0,0.0,20605.94,0.0,0.0,0.0,20605.94
R,S,228,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6709.68,0.0,0.0,0.0,0.0,0.0,6709.68,0.0,0.0,0.0,6709.68
R,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,116633.74,0.0,0.0,0.0,0.0,0.0,122468.74,17600.0,16000.0,17600.0,122468.74
R,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19546.79,0.0,0.0,662.5,0.0,0.0,11631.29,8027.5,7267.5,8027.5,11631.29
R,S,228,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19633.08,0.0,0.0,0.0,0.0,0.0,19633.08,0.0,0.0,0.0,19633.08
