A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,166,eee,R,C, ,0,0, ,7, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,67.38,0.0,0.0,0.0,0.0,0.0,67.38,0.0,0.0,0.0,67.38
G,S,166,eee,R,C, ,0,0, ,7, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,67.09,0.0,0.0,0.0,0.0,0.0,67.09,0.0,0.0,0.0,67.09
G,S,166,eee,R,C, ,0,0, ,0, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,134.47,0.0,0.0,0.0,0.0,0.0,134.47,0.0,0.0,0.0,134.47
G,S,166,eee,R,C, ,0,0, ,7, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16455007.8,0.0,0.0,52500.0,0.0,0.0,13462150.3,3665456.0,3337296.0,3665456.0,13462150.3
G,S,166,eee,R,C, ,0,0, ,7, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,18704879.51,0.0,0.0,0.0,0.0,0.0,5385641.88,13646001.72,12194739.83,13646001.72,5385641.88
G,S,166,eee,R,C, ,0,0, ,0, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,35159887.31,0.0,0.0,52500.0,0.0,0.0,18847792.18,17311457.72,15532035.83,17311457.72,18847792.18
G,S,166,eee,R,C, ,0,0, ,7, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,15197.5,0.0,0.0,0.0,0.0,0.0,15197.5,0.0,0.0,0.0,15197.5
G,S,166,eee,R,C, ,0,0, ,0, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,15197.5,0.0,0.0,0.0,0.0,0.0,15197.5,0.0,0.0,0.0,15197.5
G,S,166,eee,R,C, ,0,0, ,7, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,21.35,0.0,0.0,0.0,0.0,0.0,21.35,0.0,0.0,0.0,21.35
G,S,166,eee,R,C, ,0,0, ,0, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,21.35,0.0,0.0,0.0,0.0,0.0,21.35,0.0,0.0,0.0,21.35
G,S,166,eee,R,C, ,0,0, ,7, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,83132.1,0.0,0.0,0.0,0.0,0.0,60182.1,9240.0,8400.0,9240.0,60182.1
G,S,166,eee,R,C, ,0,0, ,0, , ,CH,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,83132.1,0.0,0.0,0.0,0.0,0.0,60182.1,9240.0,8400.0,9240.0,60182.1
