A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,57624.5,0.0,0.0,0.0,0.0,0.0,57624.5,0.0,0.0,0.0,57624.5
G,S,109,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,57624.5,0.0,0.0,0.0,0.0,0.0,57624.5,0.0,0.0,0.0,57624.5
G,S,109,eee,R,C, ,0,0, ,7,D, ,SP,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,136807.44,0.0,0.0,5380.0,-2890.0,0.0,114467.44,21815.0,19605.0,21815.0,114467.44
G,S,109,eee,R,C, ,0,0, ,0,D, ,SP,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,136807.44,0.0,0.0,5380.0,-2890.0,0.0,114467.44,21815.0,19605.0,21815.0,114467.44
G,S,109,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,34125.0,0.0,0.0,0.0,0.0,0.0,28818.76,5349.0,4863.0,5349.0,28818.76
G,S,109,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,34125.0,0.0,0.0,0.0,0.0,0.0,28818.76,5349.0,4863.0,5349.0,28818.76
G,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,277421.24,0.0,0.0,39026.25,-87487.5,0.0,124955.99,151530.25,151530.25,151530.25,124955.99
G,S,109,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,277421.24,0.0,0.0,39026.25,-87487.5,0.0,124955.99,151530.25,151530.25,151530.25,124955.99
G,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,111412.48,0.0,0.0,205.0,-1985.0,0.0,57567.48,53845.0,49112.0,53845.0,57567.48
G,S,109,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,111412.48,0.0,0.0,205.0,-1985.0,0.0,57567.48,53845.0,49112.0,53845.0,57567.48
G,S,109,eee,R,C, ,0,0, ,7,A, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,359.19,0.0,0.0,0.0,0.0,0.0,359.19,0.0,0.0,0.0,359.19
G,S,109,eee,R,C, ,0,0, ,0,A, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,359.19,0.0,0.0,0.0,0.0,0.0,359.19,0.0,0.0,0.0,359.19
G,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1254535.81,0.0,0.0,0.0,0.0,0.0,1060303.31,1044670.0,949700.0,1044670.0,1060303.31
G,S,109,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1254535.81,0.0,0.0,0.0,0.0,0.0,1060303.31,1044670.0,949700.0,1044670.0,1060303.31
G,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,366013.81,0.0,0.0,460911.25,-748437.5,0.0,54150.56,311863.25,311863.25,311863.25,54150.56
G,S,109,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,366013.81,0.0,0.0,460911.25,-748437.5,0.0,54150.56,311863.25,311863.25,311863.25,54150.56
G,S,109,eee,C, , ,1,8, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,60121.85,0.0,0.0,81872.5,-140396.25,-372.15,0.0,60653.75,60459.75,60653.75,-531.9
G,S,109,eee,C, , ,1,8, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,60121.85,0.0,0.0,81872.5,-140396.25,-372.15,0.0,60653.75,60459.75,60653.75,-531.9
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16259.42,0.0,0.0,5313.75,0.0,0.0,16259.42,0.0,0.0,0.0,16259.42
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16259.42,0.0,0.0,5313.75,0.0,0.0,16259.42,0.0,0.0,0.0,16259.42
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,73704.42,0.0,0.0,137440.0,-201660.0,0.0,7925.42,65779.0,65637.0,65779.0,7925.42
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,73704.42,0.0,0.0,137440.0,-201660.0,0.0,7925.42,65779.0,65637.0,65779.0,7925.42
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8515.71,0.0,0.0,177.5,-117.5,0.0,8499.71,16.0,9.0,16.0,8499.71
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8515.71,0.0,0.0,177.5,-117.5,0.0,8499.71,16.0,9.0,16.0,8499.71
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5337.72,0.0,0.0,11230.0,-16130.0,0.0,250.72,5087.0,5070.0,5087.0,250.72
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5337.72,0.0,0.0,11230.0,-16130.0,0.0,250.72,5087.0,5070.0,5087.0,250.72
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14341.15,0.0,0.0,15205.0,-27326.25,0.0,1461.9,12879.25,12810.25,12879.25,1461.9
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14341.15,0.0,0.0,15205.0,-27326.25,0.0,1461.9,12879.25,12810.25,12879.25,1461.9
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20095.34,0.0,0.0,14763.75,-23533.75,0.0,9723.34,10372.0,10226.0,10372.0,9723.34
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20095.34,0.0,0.0,14763.75,-23533.75,0.0,9723.34,10372.0,10226.0,10372.0,9723.34
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,281.88,0.0,0.0,1668.75,0.0,0.0,281.88,0.0,0.0,0.0,281.88
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,281.88,0.0,0.0,1668.75,0.0,0.0,281.88,0.0,0.0,0.0,281.88
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,51074.24,0.0,0.0,73331.25,-120253.75,0.0,980.74,50093.5,49805.5,50093.5,980.74
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,51074.24,0.0,0.0,73331.25,-120253.75,0.0,980.74,50093.5,49805.5,50093.5,980.74
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3723.41,0.0,0.0,1968.75,0.0,0.0,3723.41,0.0,0.0,0.0,3723.41
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3723.41,0.0,0.0,1968.75,0.0,0.0,3723.41,0.0,0.0,0.0,3723.41
G,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6919.71,0.0,0.0,16250.0,-21230.0,0.0,1917.71,5002.0,5000.0,5002.0,1917.71
G,S,109,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6919.71,0.0,0.0,16250.0,-21230.0,0.0,1917.71,5002.0,5000.0,5002.0,1917.71
G,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-1052.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1052.19
G,S,109,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-1052.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1052.19
M,S,109,eee,C, , ,1,8, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,60121.85,0.0,0.0,81872.5,-140396.25,-372.15,0.0,60653.75,60459.75,60653.75,-531.9
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16259.42,0.0,0.0,5313.75,0.0,0.0,16259.42,0.0,0.0,0.0,16259.42
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,73704.42,0.0,0.0,137440.0,-201660.0,0.0,7925.42,65779.0,65637.0,65779.0,7925.42
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8515.71,0.0,0.0,177.5,-117.5,0.0,8499.71,16.0,9.0,16.0,8499.71
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5337.72,0.0,0.0,11230.0,-16130.0,0.0,250.72,5087.0,5070.0,5087.0,250.72
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14341.15,0.0,0.0,15205.0,-27326.25,0.0,1461.9,12879.25,12810.25,12879.25,1461.9
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,20095.34,0.0,0.0,14763.75,-23533.75,0.0,9723.34,10372.0,10226.0,10372.0,9723.34
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,281.88,0.0,0.0,1668.75,0.0,0.0,281.88,0.0,0.0,0.0,281.88
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,51074.24,0.0,0.0,73331.25,-120253.75,0.0,980.74,50093.5,49805.5,50093.5,980.74
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3723.41,0.0,0.0,1968.75,0.0,0.0,3723.41,0.0,0.0,0.0,3723.41
M,S,109,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,6919.71,0.0,0.0,16250.0,-21230.0,0.0,1917.71,5002.0,5000.0,5002.0,1917.71
R,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,57624.5,0.0,0.0,0.0,0.0,0.0,57624.5,0.0,0.0,0.0,57624.5
R,S,109,eee,R,C, ,0,0, ,7,D, ,SP,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,136807.44,0.0,0.0,5380.0,-2890.0,0.0,114467.44,21815.0,19605.0,21815.0,114467.44
R,S,109,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,34125.0,0.0,0.0,0.0,0.0,0.0,28818.76,5349.0,4863.0,5349.0,28818.76
R,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,277421.24,0.0,0.0,39026.25,-87487.5,0.0,124955.99,151530.25,151530.25,151530.25,124955.99
R,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,111412.48,0.0,0.0,205.0,-1985.0,0.0,57567.48,53845.0,49112.0,53845.0,57567.48
R,S,109,eee,R,C, ,0,0, ,7,A, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,359.19,0.0,0.0,0.0,0.0,0.0,359.19,0.0,0.0,0.0,359.19
R,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1254535.81,0.0,0.0,0.0,0.0,0.0,1060303.31,1044670.0,949700.0,1044670.0,1060303.31
R,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,366013.81,0.0,0.0,460911.25,-748437.5,0.0,54150.56,311863.25,311863.25,311863.25,54150.56
R,S,109,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-1052.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1052.19
