A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,643,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,9468.88,0.0,0.0,0.0,0.0,0.0,9468.88,0.0,0.0,0.0,9468.88
G,S,643,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,9468.88,0.0,0.0,0.0,0.0,0.0,9468.88,0.0,0.0,0.0,9468.88
G,S,643,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1412.33,0.0,0.0,0.0,0.0,0.0,1412.33,0.0,0.0,0.0,1412.33
G,S,643,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1412.33,0.0,0.0,0.0,0.0,0.0,1412.33,0.0,0.0,0.0,1412.33
G,S,643,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,733630.84,0.0,0.0,24312.5,-136562.5,0.0,75216.34,486052.0,452070.0,486052.0,75216.34
G,S,643,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,733630.84,0.0,0.0,24312.5,-136562.5,0.0,75216.34,486052.0,452070.0,486052.0,75216.34
G,S,643,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4557.21,0.0,0.0,2425.0,0.0,0.0,8411.21,12021.0,12021.0,12021.0,8411.21
G,S,643,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4557.21,0.0,0.0,2425.0,0.0,0.0,8411.21,12021.0,12021.0,12021.0,8411.21
G,S,643,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,35011.53,0.0,0.0,33556.25,0.0,0.0,35011.53,0.0,0.0,0.0,35011.53
G,S,643,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,35011.53,0.0,0.0,33556.25,0.0,0.0,35011.53,0.0,0.0,0.0,35011.53
