A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,303,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3.2,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2
G,S,303,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3.2,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2
G,S,303,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,206183.59,0.0,0.0,3725.0,-2593.75,0.0,148390.84,60712.75,55090.75,60712.75,148390.84
G,S,303,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,206183.59,0.0,0.0,3725.0,-2593.75,0.0,148390.84,60712.75,55090.75,60712.75,148390.84
G,S,303,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14103.59,0.0,0.0,0.0,-135.0,0.0,7751.59,6352.0,5787.0,6352.0,7751.59
G,S,303,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14103.59,0.0,0.0,0.0,-135.0,0.0,7751.59,6352.0,5787.0,6352.0,7751.59
G,S,303,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1.83,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.83
G,S,303,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1.83,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.83
G,S,303,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,199266.47,0.0,0.0,4465.0,-2516.25,0.0,147572.22,57354.25,51962.25,57354.25,147572.22
G,S,303,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,199266.47,0.0,0.0,4465.0,-2516.25,0.0,147572.22,57354.25,51962.25,57354.25,147572.22
G,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16515.15,0.0,0.0,0.0,0.0,0.0,16515.15,0.0,0.0,0.0,16515.15
G,S,303,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16515.15,0.0,0.0,0.0,0.0,0.0,16515.15,0.0,0.0,0.0,16515.15
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19753.46,0.0,0.0,0.0,-287.5,0.0,4417.96,15335.5,13967.5,15335.5,4417.96
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19753.46,0.0,0.0,0.0,-287.5,0.0,4417.96,15335.5,13967.5,15335.5,4417.96
G,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,13299.19,0.0,0.0,0.0,0.0,0.0,13299.19,0.0,0.0,0.0,13299.19
G,S,303,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,13299.19,0.0,0.0,0.0,0.0,0.0,13299.19,0.0,0.0,0.0,13299.19
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,804.4,0.0,0.0,0.0,-135.0,0.0,0.0,6352.0,5787.0,6352.0,-5547.6
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,804.4,0.0,0.0,0.0,-135.0,0.0,0.0,6352.0,5787.0,6352.0,-5547.6
G,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,92.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,92.0
G,S,303,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,92.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,92.0
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-69.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.03
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-69.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.03
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27333.38,0.0,0.0,0.0,-192.5,0.0,18568.88,8764.5,8764.5,8764.5,18568.88
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27333.38,0.0,0.0,0.0,-192.5,0.0,18568.88,8764.5,8764.5,8764.5,18568.88
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,38914.55,0.0,0.0,0.0,-175.0,0.0,28998.55,9916.0,9030.0,9916.0,28998.55
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,38914.55,0.0,0.0,0.0,-175.0,0.0,28998.55,9916.0,9030.0,9916.0,28998.55
G,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,89771.62,0.0,0.0,0.0,0.0,0.0,89771.62,0.0,0.0,0.0,89771.62
G,S,303,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,89771.62,0.0,0.0,0.0,0.0,0.0,89771.62,0.0,0.0,0.0,89771.62
G,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1.83,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.83
G,S,303,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1.83,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.83
G,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,199355.0,0.0,0.0,0.0,0.0,0.0,199355.0,0.0,0.0,0.0,199355.0
G,S,303,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,199355.0,0.0,0.0,0.0,0.0,0.0,199355.0,0.0,0.0,0.0,199355.0
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-6150.32,0.0,0.0,3725.0,-1593.75,0.0,0.0,0.0,0.0,0.0,-6150.32
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-6150.32,0.0,0.0,3725.0,-1593.75,0.0,0.0,0.0,0.0,0.0,-6150.32
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1417.89,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,6800.0,7480.0,-3142.11
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1417.89,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,6800.0,7480.0,-3142.11
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11561.02,0.0,0.0,0.0,-1000.0,0.0,0.0,53264.0,48513.0,53264.0,-41702.98
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11561.02,0.0,0.0,0.0,-1000.0,0.0,0.0,53264.0,48513.0,53264.0,-41702.98
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19354.16,0.0,0.0,0.0,-565.0,0.0,0.0,30219.0,27523.0,30219.0,-10864.84
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19354.16,0.0,0.0,0.0,-565.0,0.0,0.0,30219.0,27523.0,30219.0,-10864.84
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,26987.26,0.0,0.0,3725.0,-1593.75,0.0,26987.26,0.0,0.0,0.0,26987.26
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,26987.26,0.0,0.0,3725.0,-1593.75,0.0,26987.26,0.0,0.0,0.0,26987.26
G,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,250000.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,250000.0
G,S,303,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,250000.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,250000.0
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-7403.4,0.0,0.0,740.0,0.0,0.0,0.0,8199.0,7386.0,8199.0,-9942.4
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-7403.4,0.0,0.0,740.0,0.0,0.0,0.0,8199.0,7386.0,8199.0,-9942.4
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-22203.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22203.32
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-22203.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22203.32
G,S,303,eee,C, , ,0,0, ,7,Y, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-7533.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7533.66
G,S,303,eee,C, , ,0,0, ,0,Y, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-7533.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7533.66
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3.2,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3.2,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2
G,S,303,eee,C, , ,0,0, ,7,Y, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-2108.38,0.0,0.0,0.0,-922.5,0.0,0.0,49186.5,44798.5,49186.5,-51294.88
G,S,303,eee,C, , ,0,0, ,0,Y, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-2108.38,0.0,0.0,0.0,-922.5,0.0,0.0,49186.5,44798.5,49186.5,-51294.88
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1814.08,0.0,0.0,0.0,0.0,0.0,636.08,1265.0,1150.0,1265.0,636.08
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1814.08,0.0,0.0,0.0,0.0,0.0,636.08,1265.0,1150.0,1265.0,636.08
G,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-11484.77,0.0,0.0,3725.0,-1593.75,0.0,0.0,0.0,0.0,0.0,-11484.77
G,S,303,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-11484.77,0.0,0.0,3725.0,-1593.75,0.0,0.0,0.0,0.0,0.0,-11484.77
G,S,303,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,136113.04,0.0,0.0,3725.0,-2158.75,0.0,105925.29,30187.75,27300.75,30187.75,105925.29
G,S,303,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,136113.04,0.0,0.0,3725.0,-2158.75,0.0,105925.29,30187.75,27300.75,30187.75,105925.29
G,S,303,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,38082.69,0.0,0.0,0.0,-287.5,0.0,24067.19,14102.5,12846.5,14102.5,24067.19
G,S,303,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,38082.69,0.0,0.0,0.0,-287.5,0.0,24067.19,14102.5,12846.5,14102.5,24067.19
G,S,303,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,22.97,0.0,0.0,0.0,0.0,0.0,22.97,0.0,0.0,0.0,22.97
G,S,303,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,22.97,0.0,0.0,0.0,0.0,0.0,22.97,0.0,0.0,0.0,22.97
M,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16515.15,0.0,0.0,0.0,0.0,0.0,16515.15,0.0,0.0,0.0,16515.15
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19753.46,0.0,0.0,0.0,-287.5,0.0,4417.96,15335.5,13967.5,15335.5,4417.96
M,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,13299.19,0.0,0.0,0.0,0.0,0.0,13299.19,0.0,0.0,0.0,13299.19
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,804.4,0.0,0.0,0.0,-135.0,0.0,0.0,6352.0,5787.0,6352.0,-5547.6
M,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,92.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,92.0
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-69.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.03
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27333.38,0.0,0.0,0.0,-192.5,0.0,18568.88,8764.5,8764.5,8764.5,18568.88
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,38914.55,0.0,0.0,0.0,-175.0,0.0,28998.55,9916.0,9030.0,9916.0,28998.55
M,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,89771.62,0.0,0.0,0.0,0.0,0.0,89771.62,0.0,0.0,0.0,89771.62
M,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1.83,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.83
M,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,199355.0,0.0,0.0,0.0,0.0,0.0,199355.0,0.0,0.0,0.0,199355.0
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-6150.32,0.0,0.0,3725.0,-1593.75,0.0,0.0,0.0,0.0,0.0,-6150.32
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1417.89,0.0,0.0,0.0,0.0,0.0,0.0,7480.0,6800.0,7480.0,-3142.11
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11561.02,0.0,0.0,0.0,-1000.0,0.0,0.0,53264.0,48513.0,53264.0,-41702.98
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19354.16,0.0,0.0,0.0,-565.0,0.0,0.0,30219.0,27523.0,30219.0,-10864.84
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,26987.26,0.0,0.0,3725.0,-1593.75,0.0,26987.26,0.0,0.0,0.0,26987.26
M,S,303,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,250000.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,250000.0
M,S,303,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-7403.4,0.0,0.0,740.0,0.0,0.0,0.0,8199.0,7386.0,8199.0,-9942.4
