A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,888,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,300100.0,0.0,0.0,0.0,0.0,0.0,300100.0,0.0,0.0,0.0,300100.0
G,S,888,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,300100.0,0.0,0.0,0.0,0.0,0.0,300100.0,0.0,0.0,0.0,300100.0
G,S,888,eee,C, , ,0,0, ,8,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,150000.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,150000.0
G,S,888,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,150000.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,150000.0
G,S,888,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-4480.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4480.49
G,S,888,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-4480.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4480.49
G,S,888,eee,R,C, ,0,0, ,7, , ,AE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,400033.03,0.0,0.0,0.0,0.0,0.0,400033.03,0.0,0.0,0.0,400033.03
G,S,888,eee,R,C, ,0,0, ,7, , ,AE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,297072.34,0.0,0.0,0.0,0.0,0.0,180000.34,248237.0,248237.0,248237.0,180000.34
G,S,888,eee,R,C, ,0,0, ,0, , ,AE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,697105.37,0.0,0.0,0.0,0.0,0.0,580033.37,248237.0,248237.0,248237.0,580033.37
G,S,888,eee,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,100100.0,0.0,0.0,0.0,0.0,0.0,100100.0,0.0,0.0,0.0,100100.0
G,S,888,eee,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,100100.0,0.0,0.0,0.0,0.0,0.0,100100.0,0.0,0.0,0.0,100100.0
G,S,888,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3370003.35,0.0,0.0,0.0,0.0,0.0,3370003.35,0.0,0.0,0.0,3370003.35
