A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,903.42,0.0,0.0,0.0,0.0,0.0,903.42,0.0,0.0,0.0,903.42
G,S,559,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,903.42,0.0,0.0,0.0,0.0,0.0,903.42,0.0,0.0,0.0,903.42
G,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,53.0
G,S,559,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,53.0
G,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2358.86,0.0,0.0,0.0,0.0,0.0,2358.86,0.0,0.0,0.0,2358.86
G,S,559,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2358.86,0.0,0.0,0.0,0.0,0.0,2358.86,0.0,0.0,0.0,2358.86
G,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4564.93,0.0,0.0,0.0,0.0,0.0,4564.93,0.0,0.0,0.0,4564.93
G,S,559,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4564.93,0.0,0.0,0.0,0.0,0.0,4564.93,0.0,0.0,0.0,4564.93
G,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,60852.55,0.0,0.0,0.0,0.0,0.0,47602.55,16200.0,16200.0,16200.0,47602.55
G,S,559,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,60852.55,0.0,0.0,0.0,0.0,0.0,47602.55,16200.0,16200.0,16200.0,47602.55
R,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,903.42,0.0,0.0,0.0,0.0,0.0,903.42,0.0,0.0,0.0,903.42
R,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,53.0
R,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2358.86,0.0,0.0,0.0,0.0,0.0,2358.86,0.0,0.0,0.0,2358.86
R,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4564.93,0.0,0.0,0.0,0.0,0.0,4564.93,0.0,0.0,0.0,4564.93
R,S,559,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,60852.55,0.0,0.0,0.0,0.0,0.0,47602.55,16200.0,16200.0,16200.0,47602.55
