A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,903,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,108519.3,0.0,0.0,0.0,0.0,0.0,108519.3,0.0,0.0,0.0,108519.3
G,S,903,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,108519.3,0.0,0.0,0.0,0.0,0.0,108519.3,0.0,0.0,0.0,108519.3
G,S,903,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,68122.46,0.0,0.0,0.0,0.0,0.0,59273.71,9268.0,8425.0,9268.0,59273.71
G,S,903,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,68122.46,0.0,0.0,0.0,0.0,0.0,59273.71,9268.0,8425.0,9268.0,59273.71
G,S,903,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,S,903,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,S,903,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5844.81,0.0,0.0,0.0,0.0,0.0,5844.81,0.0,0.0,0.0,5844.81
G,S,903,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5844.81,0.0,0.0,0.0,0.0,0.0,5844.81,0.0,0.0,0.0,5844.81
G,S,903,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,67818.42,0.0,0.0,0.0,0.0,0.0,57698.92,10945.0,9950.0,10945.0,57698.92
G,S,903,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,67818.42,0.0,0.0,0.0,0.0,0.0,57698.92,10945.0,9950.0,10945.0,57698.92
G,S,903,eee,R,C, ,0,0, ,7, , ,UK,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,10318.65,0.0,0.0,0.0,0.0,0.0,6530.15,3795.0,3450.0,3795.0,6530.15
G,S,903,eee,R,C, ,0,0, ,0, , ,UK,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,10318.65,0.0,0.0,0.0,0.0,0.0,6530.15,3795.0,3450.0,3795.0,6530.15
G,S,903,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4398.49,0.0,0.0,0.0,0.0,0.0,4398.49,0.0,0.0,0.0,4398.49
G,S,903,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4398.49,0.0,0.0,0.0,0.0,0.0,4398.49,0.0,0.0,0.0,4398.49
G,S,903,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27785.77,0.0,0.0,0.0,0.0,0.0,27785.77,0.0,0.0,0.0,27785.77
G,S,903,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27785.77,0.0,0.0,0.0,0.0,0.0,27785.77,0.0,0.0,0.0,27785.77
G,S,903,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,9195.84,0.0,0.0,0.0,0.0,0.0,9195.84,0.0,0.0,0.0,9195.84
G,S,903,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,9195.84,0.0,0.0,0.0,0.0,0.0,9195.84,0.0,0.0,0.0,9195.84
G,S,903,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,19074.29,0.0,0.0,0.0,0.0,0.0,19074.29,0.0,0.0,0.0,19074.29
