A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,531,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,12861.62,0.0,0.0,0.0,0.0,0.0,10619.12,2255.0,2050.0,2255.0,10619.12
G,S,531,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,12861.62,0.0,0.0,0.0,0.0,0.0,10619.12,2255.0,2050.0,2255.0,10619.12
G,S,531,eee,R,C, ,2,2, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27022.02,0.0,0.0,0.0,0.0,-477.98,0.0,10250.0,10250.0,10250.0,-477.98
G,S,531,eee,R,C, ,2,2, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27022.02,0.0,0.0,0.0,0.0,-477.98,0.0,10250.0,10250.0,10250.0,-477.98
G,S,531,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3580.6,0.0,0.0,0.0,0.0,0.0,3580.6,0.0,0.0,0.0,3580.6
G,S,531,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3580.6,0.0,0.0,0.0,0.0,0.0,3580.6,0.0,0.0,0.0,3580.6
G,S,531,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5206.01,0.0,0.0,0.0,0.0,0.0,5206.01,0.0,0.0,0.0,5206.01
G,S,531,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5206.01,0.0,0.0,0.0,0.0,0.0,5206.01,0.0,0.0,0.0,5206.01
R,S,531,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,12861.62,0.0,0.0,0.0,0.0,0.0,10619.12,2255.0,2050.0,2255.0,10619.12
R,S,531,eee,R,C, ,2,2, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,27022.02,0.0,0.0,0.0,0.0,-477.98,0.0,10250.0,10250.0,10250.0,-477.98
R,S,531,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3580.6,0.0,0.0,0.0,0.0,0.0,3580.6,0.0,0.0,0.0,3580.6
R,S,531,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5206.01,0.0,0.0,0.0,0.0,0.0,5206.01,0.0,0.0,0.0,5206.01
