A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,174,eee,R,C, ,0,0, ,7, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,31161.58,0.0,0.0,0.0,0.0,0.0,31161.58,0.0,0.0,0.0,31161.58
G,S,174,eee,R,C, ,0,0, ,0, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,31161.58,0.0,0.0,0.0,0.0,0.0,31161.58,0.0,0.0,0.0,31161.58
G,S,174,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,S,174,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
G,S,174,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
G,S,174,eee,R,C, ,0,0, ,7, , ,JA,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,7879.36,0.0,0.0,0.0,0.0,0.0,7879.36,0.0,0.0,0.0,7879.36
G,S,174,eee,R,C, ,0,0, ,0, , ,JA,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,7879.36,0.0,0.0,0.0,0.0,0.0,7879.36,0.0,0.0,0.0,7879.36
G,S,174,eee,R,C, ,0,0, ,7, , ,UK,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,S,174,eee,R,C, ,0,0, ,7, , ,UK,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
G,S,174,eee,R,C, ,0,0, ,0, , ,UK,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
G,S,174,eee,R,C, ,0,0, ,7, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8055.63,0.0,0.0,0.0,0.0,0.0,8055.63,0.0,0.0,0.0,8055.63
G,S,174,eee,R,C, ,0,0, ,7, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,22324.84,0.0,0.0,0.0,0.0,0.0,22324.84,0.0,0.0,0.0,22324.84
G,S,174,eee,R,C, ,0,0, ,0, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,30380.47,0.0,0.0,0.0,0.0,0.0,30380.47,0.0,0.0,0.0,30380.47
R,S,174,eee,R,C, ,0,0, ,7, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,31161.58,0.0,0.0,0.0,0.0,0.0,31161.58,0.0,0.0,0.0,31161.58
R,S,174,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R,S,174,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
R,S,174,eee,R,C, ,0,0, ,7, , ,JA,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,7879.36,0.0,0.0,0.0,0.0,0.0,7879.36,0.0,0.0,0.0,7879.36
R,S,174,eee,R,C, ,0,0, ,7, , ,UK,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R,S,174,eee,R,C, ,0,0, ,7, , ,UK,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
R,S,174,eee,R,C, ,0,0, ,7, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8055.63,0.0,0.0,0.0,0.0,0.0,8055.63,0.0,0.0,0.0,8055.63
R,S,174,eee,R,C, ,0,0, ,7, , ,BE,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,22324.84,0.0,0.0,0.0,0.0,0.0,22324.84,0.0,0.0,0.0,22324.84
