A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,131,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,656.68,0.0,0.0,0.0,0.0,0.0,656.68,0.0,0.0,0.0,656.68
G,S,131,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,656.68,0.0,0.0,0.0,0.0,0.0,656.68,0.0,0.0,0.0,656.68
G,S,131,eee,R,C, ,0,0, ,7, , ,PM,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,761249.62,0.0,0.0,3562.5,-3712.5,0.0,205791.62,303388.0,303388.0,303388.0,205791.62
G,S,131,eee,R,C, ,0,0, ,0, , ,PM,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,761249.62,0.0,0.0,3562.5,-3712.5,0.0,205791.62,303388.0,303388.0,303388.0,205791.62
G,S,131,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,181.76,0.0,0.0,0.0,0.0,0.0,181.76,0.0,0.0,0.0,181.76
G,S,131,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,181.76,0.0,0.0,0.0,0.0,0.0,181.76,0.0,0.0,0.0,181.76
G,S,131,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,44.14,0.0,0.0,0.0,0.0,0.0,44.14,0.0,0.0,0.0,44.14
G,S,131,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,44.14,0.0,0.0,0.0,0.0,0.0,44.14,0.0,0.0,0.0,44.14
M,S,131,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,656.68,0.0,0.0,0.0,0.0,0.0,656.68,0.0,0.0,0.0,656.68
M,S,131,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,181.76,0.0,0.0,0.0,0.0,0.0,181.76,0.0,0.0,0.0,181.76
M,S,131,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,44.14,0.0,0.0,0.0,0.0,0.0,44.14,0.0,0.0,0.0,44.14
R,S,131,eee,R,C, ,0,0, ,7, , ,PM,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,761249.62,0.0,0.0,3562.5,-3712.5,0.0,205791.62,303388.0,303388.0,303388.0,205791.62
