A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,370,eee,R,C, ,0,0, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11326.55,0.0,0.0,0.0,0.0,0.0,11326.55,0.0,0.0,0.0,11326.55
G,S,370,eee,R,C, ,0,0, ,0, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11326.55,0.0,0.0,0.0,0.0,0.0,11326.55,0.0,0.0,0.0,11326.55
G,S,370,eee,R,C, ,1,2, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,246903.65,0.0,0.0,0.0,0.0,-19810.32,0.0,240100.0,240100.0,240100.0,-13381.35
G,S,370,eee,R,C, ,1,2, ,0, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,246903.65,0.0,0.0,0.0,0.0,-19810.32,0.0,240100.0,240100.0,240100.0,-13381.35
G,S,370,eee,R,C, ,0,0, ,7,D, ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,284380.83,0.0,0.0,0.0,0.0,0.0,284380.83,0.0,0.0,0.0,284380.83
G,S,370,eee,R,C, ,0,0, ,0,D, ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,284380.83,0.0,0.0,0.0,0.0,0.0,284380.83,0.0,0.0,0.0,284380.83
G,S,370,eee,R,C, ,0,0, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4686.83,0.0,0.0,0.0,0.0,0.0,4686.83,0.0,0.0,0.0,4686.83
G,S,370,eee,R,C, ,0,0, ,0, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4686.83,0.0,0.0,0.0,0.0,0.0,4686.83,0.0,0.0,0.0,4686.83
G,S,370,eee,R,C, ,0,0, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,83589.87,0.0,0.0,0.0,0.0,0.0,77917.27,5450.0,5450.0,5450.0,77917.27
G,S,370,eee,R,C, ,0,0, ,0, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,83589.87,0.0,0.0,0.0,0.0,0.0,77917.27,5450.0,5450.0,5450.0,77917.27
R,S,370,eee,R,C, ,0,0, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11326.55,0.0,0.0,0.0,0.0,0.0,11326.55,0.0,0.0,0.0,11326.55
R,S,370,eee,R,C, ,1,2, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,246903.65,0.0,0.0,0.0,0.0,-19810.32,0.0,240100.0,240100.0,240100.0,-13381.35
R,S,370,eee,R,C, ,0,0, ,7,D, ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,284380.83,0.0,0.0,0.0,0.0,0.0,284380.83,0.0,0.0,0.0,284380.83
R,S,370,eee,R,C, ,0,0, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4686.83,0.0,0.0,0.0,0.0,0.0,4686.83,0.0,0.0,0.0,4686.83
R,S,370,eee,R,C, ,0,0, ,7, , ,MX,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,83589.87,0.0,0.0,0.0,0.0,0.0,77917.27,5450.0,5450.0,5450.0,77917.27
