A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,287993.08,0.0,0.0,21275.0,-1500.0,0.0,264768.58,64717.0,64717.0,64717.0,264768.58
G,S,544,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,287993.08,0.0,0.0,21275.0,-1500.0,0.0,264768.58,64717.0,64717.0,64717.0,264768.58
G,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,542609.88,0.0,0.0,34437.5,-92993.75,0.0,145842.13,229305.25,229305.25,229305.25,145842.13
G,S,544,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,542609.88,0.0,0.0,34437.5,-92993.75,0.0,145842.13,229305.25,229305.25,229305.25,145842.13
G,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,186735.86,0.0,0.0,6275.0,-38087.5,0.0,39381.36,74129.5,74129.5,74129.5,39381.36
G,S,544,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,186735.86,0.0,0.0,6275.0,-38087.5,0.0,39381.36,74129.5,74129.5,74129.5,39381.36
G,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,200134.07,0.0,0.0,24143.75,-88237.5,0.0,85199.32,125309.75,125309.75,125309.75,85199.32
G,S,544,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,200134.07,0.0,0.0,24143.75,-88237.5,0.0,85199.32,125309.75,125309.75,125309.75,85199.32
G,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,23498.09,0.0,0.0,0.0,0.0,0.0,2891.84,12000.0,11100.0,12000.0,2891.84
G,S,544,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,23498.09,0.0,0.0,0.0,0.0,0.0,2891.84,12000.0,11100.0,12000.0,2891.84
G,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11941.11,0.0,0.0,32406.25,0.0,0.0,11941.11,0.0,0.0,0.0,11941.11
G,S,544,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11941.11,0.0,0.0,32406.25,0.0,0.0,11941.11,0.0,0.0,0.0,11941.11
R,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,287993.08,0.0,0.0,21275.0,-1500.0,0.0,264768.58,64717.0,64717.0,64717.0,264768.58
R,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,542609.88,0.0,0.0,34437.5,-92993.75,0.0,145842.13,229305.25,229305.25,229305.25,145842.13
R,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,186735.86,0.0,0.0,6275.0,-38087.5,0.0,39381.36,74129.5,74129.5,74129.5,39381.36
R,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,200134.07,0.0,0.0,24143.75,-88237.5,0.0,85199.32,125309.75,125309.75,125309.75,85199.32
R,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,23498.09,0.0,0.0,0.0,0.0,0.0,2891.84,12000.0,11100.0,12000.0,2891.84
R,S,544,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,11941.11,0.0,0.0,32406.25,0.0,0.0,11941.11,0.0,0.0,0.0,11941.11
