A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,AAA,eee,G, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
G,S,AAA,eee,G, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
M,S,AAA,eee,G, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6
M,S,AAA,eee,G, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
