A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,651,ccc,C, , ,6,5, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,197185.39,0.0,0.0,268670.0,-236738.75,-50666.86,0.0,242634.75,242634.75,242634.75,-50666.86
G,S,651,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,117.89,0.0,0.0,0.0,0.0,0.0,117.89,0.0,0.0,0.0,117.89
G,S,651,ccc,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,117.89,0.0,0.0,0.0,0.0,0.0,117.89,0.0,0.0,0.0,117.89
G,S,651,ccc,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,409.4,0.0,0.0,4320.0,0.0,0.0,409.4,0.0,0.0,0.0,409.4
G,S,651,ccc,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,409.4,0.0,0.0,4320.0,0.0,0.0,409.4,0.0,0.0,0.0,409.4
G,S,651,ccc,C, , ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1901.36,0.0,0.0,0.0,0.0,0.0,1901.36,0.0,0.0,0.0,1901.36
G,S,651,ccc,C, , ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1901.36,0.0,0.0,0.0,0.0,0.0,1901.36,0.0,0.0,0.0,1901.36
G,S,651,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5664.96,0.0,0.0,0.0,0.0,0.0,5664.96,0.0,0.0,0.0,5664.96
G,S,651,ccc,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5664.96,0.0,0.0,0.0,0.0,0.0,5664.96,0.0,0.0,0.0,5664.96
G,S,651,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2154.92,0.0,0.0,0.0,0.0,0.0,2154.92,0.0,0.0,0.0,2154.92
G,S,651,ccc,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2154.92,0.0,0.0,0.0,0.0,0.0,2154.92,0.0,0.0,0.0,2154.92
G,S,651,ccc,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,203.24,0.0,0.0,0.0,0.0,0.0,203.24,0.0,0.0,0.0,203.24
G,S,651,ccc,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,203.24,0.0,0.0,0.0,0.0,0.0,203.24,0.0,0.0,0.0,203.24
