A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,268924.93,0.0,0.0,4612.5,0.0,0.0,80413.43,74486.5,74486.5,74486.5,80413.43
G,S,707,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,268924.93,0.0,0.0,4612.5,0.0,0.0,80413.43,74486.5,74486.5,74486.5,80413.43
G,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14762.5,0.0,0.0,0.0,0.0,0.0,14762.5,0.0,0.0,0.0,14762.5
G,S,707,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14762.5,0.0,0.0,0.0,0.0,0.0,14762.5,0.0,0.0,0.0,14762.5
G,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,23790.67,0.0,0.0,12750.0,0.0,0.0,16045.67,13620.0,13620.0,13620.0,16045.67
G,S,707,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,23790.67,0.0,0.0,12750.0,0.0,0.0,16045.67,13620.0,13620.0,13620.0,16045.67
G,S,707,eee,R,C, ,1,2, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,69881.59,0.0,0.0,0.0,0.0,-6173.41,0.0,35530.0,32300.0,35530.0,-5823.41
G,S,707,eee,R,C, ,1,2, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,69881.59,0.0,0.0,0.0,0.0,-6173.41,0.0,35530.0,32300.0,35530.0,-5823.41
G,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1245.73,0.0,0.0,0.0,0.0,0.0,1245.73,0.0,0.0,0.0,1245.73
G,S,707,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1245.73,0.0,0.0,0.0,0.0,0.0,1245.73,0.0,0.0,0.0,1245.73
R,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,268924.93,0.0,0.0,4612.5,0.0,0.0,80413.43,74486.5,74486.5,74486.5,80413.43
R,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,14762.5,0.0,0.0,0.0,0.0,0.0,14762.5,0.0,0.0,0.0,14762.5
R,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,23790.67,0.0,0.0,12750.0,0.0,0.0,16045.67,13620.0,13620.0,13620.0,16045.67
R,S,707,eee,R,C, ,1,2, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,69881.59,0.0,0.0,0.0,0.0,-6173.41,0.0,35530.0,32300.0,35530.0,-5823.41
R,S,707,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1245.73,0.0,0.0,0.0,0.0,0.0,1245.73,0.0,0.0,0.0,1245.73
