A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4904.18,0.0,0.0,0.0,0.0,0.0,4904.18,0.0,0.0,0.0,4904.18
G,S,121,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4904.18,0.0,0.0,0.0,0.0,0.0,4904.18,0.0,0.0,0.0,4904.18
G,S,121,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1348.28,0.0,0.0,0.0,0.0,0.0,1348.28,0.0,0.0,0.0,1348.28
G,S,121,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1348.28,0.0,0.0,0.0,0.0,0.0,1348.28,0.0,0.0,0.0,1348.28
G,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
G,S,121,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
G,S,121,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,362.41,0.0,0.0,0.0,0.0,0.0,362.41,0.0,0.0,0.0,362.41
G,S,121,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,362.41,0.0,0.0,0.0,0.0,0.0,362.41,0.0,0.0,0.0,362.41
G,S,121,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3233.28,0.0,0.0,0.0,0.0,0.0,3233.28,0.0,0.0,0.0,3233.28
G,S,121,eee,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3233.28,0.0,0.0,0.0,0.0,0.0,3233.28,0.0,0.0,0.0,3233.28
G,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1951.56,0.0,0.0,0.0,0.0,0.0,1951.56,0.0,0.0,0.0,1951.56
G,S,121,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1951.56,0.0,0.0,0.0,0.0,0.0,1951.56,0.0,0.0,0.0,1951.56
G,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,204.48,0.0,0.0,0.0,0.0,0.0,204.48,0.0,0.0,0.0,204.48
G,S,121,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,204.48,0.0,0.0,0.0,0.0,0.0,204.48,0.0,0.0,0.0,204.48
G,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4581.56,0.0,0.0,0.0,0.0,0.0,4581.56,0.0,0.0,0.0,4581.56
G,S,121,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4581.56,0.0,0.0,0.0,0.0,0.0,4581.56,0.0,0.0,0.0,4581.56
M,S,121,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1348.28,0.0,0.0,0.0,0.0,0.0,1348.28,0.0,0.0,0.0,1348.28
M,S,121,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,362.41,0.0,0.0,0.0,0.0,0.0,362.41,0.0,0.0,0.0,362.41
M,S,121,eee,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3233.28,0.0,0.0,0.0,0.0,0.0,3233.28,0.0,0.0,0.0,3233.28
R,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4904.18,0.0,0.0,0.0,0.0,0.0,4904.18,0.0,0.0,0.0,4904.18
R,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
R,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1951.56,0.0,0.0,0.0,0.0,0.0,1951.56,0.0,0.0,0.0,1951.56
R,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,204.48,0.0,0.0,0.0,0.0,0.0,204.48,0.0,0.0,0.0,204.48
R,S,121,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,4581.56,0.0,0.0,0.0,0.0,0.0,4581.56,0.0,0.0,0.0,4581.56
