A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,280,eee,R,C, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8487345.26,0.0,0.0,390.0,0.0,0.0,8284384.76,4147566.5,3770510.0,4147566.5,8284384.76
G,S,280,eee,R,C, ,0,0, ,0, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8487345.26,0.0,0.0,390.0,0.0,0.0,8284384.76,4147566.5,3770510.0,4147566.5,8284384.76
G,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-19291471.19,0.0,0.0,390.0,0.0,0.0,0.0,3768050.0,3425495.0,3768050.0,-19113421.19
G,S,280,eee,C,O, ,0,0, ,0, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-19291471.19,0.0,0.0,390.0,0.0,0.0,0.0,3768050.0,3425495.0,3768050.0,-19113421.19
G,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-8240411.91,0.0,0.0,0.0,0.0,0.0,0.0,133100.0,121000.0,133100.0,-8387011.91
G,S,280,eee,C,O, ,0,0, ,0, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-8240411.91,0.0,0.0,0.0,0.0,0.0,0.0,133100.0,121000.0,133100.0,-8387011.91
G,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,33750339.48,0.0,0.0,0.0,0.0,0.0,33750339.48,0.0,0.0,0.0,33750339.48
G,S,280,eee,C,O, ,0,0, ,0, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,33750339.48,0.0,0.0,0.0,0.0,0.0,33750339.48,0.0,0.0,0.0,33750339.48
G,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,831176.47,0.0,0.0,0.0,0.0,0.0,596765.97,246416.5,224015.0,246416.5,596765.97
G,S,280,eee,C,O, ,0,0, ,0, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,831176.47,0.0,0.0,0.0,0.0,0.0,596765.97,246416.5,224015.0,246416.5,596765.97
G,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1437712.41,0.0,0.0,0.0,0.0,0.0,1437712.41,0.0,0.0,0.0,1437712.41
G,S,280,eee,C,O, ,0,0, ,0, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1437712.41,0.0,0.0,0.0,0.0,0.0,1437712.41,0.0,0.0,0.0,1437712.41
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,37500.0,0.0,0.0,0.0,0.0,0.0,37500.0,0.0,0.0,0.0,37500.0
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-19291811.27,0.0,0.0,390.0,0.0,0.0,0.0,3768050.0,3425495.0,3768050.0,-19113761.27
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000.0
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-8240185.19,0.0,0.0,0.0,0.0,0.0,0.0,133100.0,121000.0,133100.0,-8386785.19
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,33750339.48,0.0,0.0,0.0,0.0,0.0,33750339.48,0.0,0.0,0.0,33750339.48
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,831176.47,0.0,0.0,0.0,0.0,0.0,596765.97,246416.5,224015.0,246416.5,596765.97
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,-12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12500.0
M,S,280,eee,C,O, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1437825.77,0.0,0.0,0.0,0.0,0.0,1437825.77,0.0,0.0,0.0,1437825.77
R,S,280,eee,R,C, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R,S,280,eee,R,C, ,0,0, ,7, ,O,KS,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8487345.26,0.0,0.0,390.0,0.0,0.0,8284384.76,4147566.5,3770510.0,4147566.5,8284384.76
