A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2468.2,0.0,0.0,0.0,0.0,0.0,2468.2,0.0,0.0,0.0,2468.2
G,S,228,ddd,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2468.2,0.0,0.0,0.0,0.0,0.0,2468.2,0.0,0.0,0.0,2468.2
G,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,822.76,0.0,0.0,0.0,0.0,0.0,822.76,0.0,0.0,0.0,822.76
G,S,228,ddd,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,822.76,0.0,0.0,0.0,0.0,0.0,822.76,0.0,0.0,0.0,822.76
G,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,315.05,0.0,0.0,0.0,0.0,0.0,315.05,0.0,0.0,0.0,315.05
G,S,228,ddd,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,315.05,0.0,0.0,0.0,0.0,0.0,315.05,0.0,0.0,0.0,315.05
G,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,21522.94,0.0,0.0,0.0,0.0,0.0,21522.94,0.0,0.0,0.0,21522.94
G,S,228,ddd,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,21522.94,0.0,0.0,0.0,0.0,0.0,21522.94,0.0,0.0,0.0,21522.94
G,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1857.47,0.0,0.0,0.0,0.0,0.0,1857.47,0.0,0.0,0.0,1857.47
G,S,228,ddd,C, , ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1857.47,0.0,0.0,0.0,0.0,0.0,1857.47,0.0,0.0,0.0,1857.47
M,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,2468.2,0.0,0.0,0.0,0.0,0.0,2468.2,0.0,0.0,0.0,2468.2
M,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,822.76,0.0,0.0,0.0,0.0,0.0,822.76,0.0,0.0,0.0,822.76
M,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,315.05,0.0,0.0,0.0,0.0,0.0,315.05,0.0,0.0,0.0,315.05
M,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,21522.94,0.0,0.0,0.0,0.0,0.0,21522.94,0.0,0.0,0.0,21522.94
M,S,228,ddd,C, , ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,1857.47,0.0,0.0,0.0,0.0,0.0,1857.47,0.0,0.0,0.0,1857.47
