A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,554,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,115677.79,0.0,0.0,11155.0,-13680.0,0.0,0.0,95995.0,87498.0,95995.0,-3729.71
G,S,554,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,115677.79,0.0,0.0,11155.0,-13680.0,0.0,0.0,95995.0,87498.0,95995.0,-3729.71
G,S,554,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,22986.31,0.0,0.0,0.0,-3300.0,0.0,2577.31,16619.0,15408.0,16619.0,2577.31
G,S,554,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,22986.31,0.0,0.0,0.0,-3300.0,0.0,2577.31,16619.0,15408.0,16619.0,2577.31
G,S,554,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5719.56,0.0,0.0,0.0,0.0,0.0,2199.41,3669.0,3335.0,3669.0,2199.41
G,S,554,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,5719.56,0.0,0.0,0.0,0.0,0.0,2199.41,3669.0,3335.0,3669.0,2199.41
G,S,554,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16222.29,0.0,0.0,0.0,0.0,0.0,15026.29,990.0,900.0,990.0,15026.29
G,S,554,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,16222.29,0.0,0.0,0.0,0.0,0.0,15026.29,990.0,900.0,990.0,15026.29
G,S,554,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,72284.93,0.0,0.0,0.0,-7987.5,0.0,1595.63,45065.5,41694.5,45065.5,1595.63
G,S,554,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,72284.93,0.0,0.0,0.0,-7987.5,0.0,1595.63,45065.5,41694.5,45065.5,1595.63
G,S,554,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,335644.91,0.0,0.0,250.0,-15831.25,0.0,256978.66,68256.25,68256.25,68256.25,256978.66
G,S,554,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,335644.91,0.0,0.0,250.0,-15831.25,0.0,256978.66,68256.25,68256.25,68256.25,256978.66
G,S,554,eee,R,C, ,1,1, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,160197.15,0.0,0.0,0.0,-12747.51,-40103.85,0.0,183913.5,168353.5,183913.5,-40103.85
G,S,554,eee,R,C, ,1,1, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,160197.15,0.0,0.0,0.0,-12747.51,-40103.85,0.0,183913.5,168353.5,183913.5,-40103.85
