A,B,CCC,eee,G,H,M,N,O,P,Q,R,S,T,U,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ
G,S,905,eee,C,O, ,0,0, ,7, ,O,SP,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,51168.02,0.0,0.0,0.0,0.0,0.0,51168.02,0.0,0.0,0.0,51168.02
G,S,905,eee,C,O, ,0,0, ,0, ,O,SP,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,51168.02,0.0,0.0,0.0,0.0,0.0,51168.02,0.0,0.0,0.0,51168.02
G,S,905,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,93425.58,0.0,0.0,1008.75,-938.75,0.0,60827.83,32597.75,29640.0,32597.75,60827.83
G,S,905,eee,R,C, ,0,0, ,0,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,93425.58,0.0,0.0,1008.75,-938.75,0.0,60827.83,32597.75,29640.0,32597.75,60827.83
G,S,905,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,267.48,0.0,0.0,0.0,0.0,0.0,267.48,0.0,0.0,0.0,267.48
G,S,905,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,267.48,0.0,0.0,0.0,0.0,0.0,267.48,0.0,0.0,0.0,267.48
G,S,905,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,54300.52,0.0,0.0,7130.0,-1015.0,0.0,46007.77,6932.75,5755.0,6932.75,46007.77
G,S,905,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8590.04,0.0,0.0,0.0,0.0,0.0,8590.04,0.0,0.0,0.0,8590.04
G,S,905,eee,R,C, ,0,0, ,0, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,62890.56,0.0,0.0,7130.0,-1015.0,0.0,54597.81,6932.75,5755.0,6932.75,54597.81
M,S,905,eee,C,O, ,0,0, ,7, ,O,SP,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,51168.02,0.0,0.0,0.0,0.0,0.0,51168.02,0.0,0.0,0.0,51168.02
R,S,905,eee,R,C, ,0,0, ,7,D, ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,93425.58,0.0,0.0,1008.75,-938.75,0.0,60827.83,32597.75,29640.0,32597.75,60827.83
R,S,905,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,267.48,0.0,0.0,0.0,0.0,0.0,267.48,0.0,0.0,0.0,267.48
R,S,905,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,54300.52,0.0,0.0,7130.0,-1015.0,0.0,46007.77,6932.75,5755.0,6932.75,46007.77
R,S,905,eee,R,C, ,0,0, ,7, , ,US,  , ,   ,     , , ,   ,     , , ,   ,     ,     ,8590.04,0.0,0.0,0.0,0.0,0.0,8590.04,0.0,0.0,0.0,8590.04
